Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR,citation_id,scholar_id,dosen,source
"IGPA Buditjahjanto, F Nugroho",,"Sta te Unive rsity of Sura ba ya, Ind o ne sia ig pabc@ e le c te ng. its. ac. id",,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yObeL8gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=yObeL8gAAAAJ:08ZZubdj9fEC,,,,,,yObeL8gAAAAJ:08ZZubdj9fEC,yObeL8gAAAAJ,"Prof. Dr. I Gusti Putu Asto Buditjahjanto, S.T., M.T.Dosen",scholar
A Buditjahjanto,,Syndrome Differentiation in,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yObeL8gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=yObeL8gAAAAJ:tOudhMTPpwUC,,,,,,yObeL8gAAAAJ:tOudhMTPpwUC,yObeL8gAAAAJ,"Prof. Dr. I Gusti Putu Asto Buditjahjanto, S.T., M.T.Dosen",scholar
"P Puspitaningayu, F Baskoro, IGPA Buditjahjanto",,Komunikasi Data dan Komputer,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yObeL8gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=yObeL8gAAAAJ:NaGl4SEjCO4C,,,,,,yObeL8gAAAAJ:NaGl4SEjCO4C,yObeL8gAAAAJ,"Prof. Dr. I Gusti Putu Asto Buditjahjanto, S.T., M.T.Dosen",scholar
"L Nurlaela, IGPA Buditjahjanto",,Implementing ICT Based on Metacognition in Vocational Education,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yObeL8gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=yObeL8gAAAAJ:YFjsv_pBGBYC,,,,,,yObeL8gAAAAJ:YFjsv_pBGBYC,yObeL8gAAAAJ,"Prof. Dr. I Gusti Putu Asto Buditjahjanto, S.T., M.T.Dosen",scholar
"AS Pranata, IGPA Buditjahjanto",,PENGEMBANGAN MULTIMEDIA UNTUK PEMBELAJARAN DENGAN MODEL PEMBELAJARAN KOOPERATIF TIPE TEAMS GAMES TOURNAMENTS (TGT) PADA STANDAR KOMPETENSI MEMPERBAIKI RADIO PENERIMA DI SMK …,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yObeL8gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=yObeL8gAAAAJ:IWHjjKOFINEC,,,,,,yObeL8gAAAAJ:IWHjjKOFINEC,yObeL8gAAAAJ,"Prof. Dr. I Gusti Putu Asto Buditjahjanto, S.T., M.T.Dosen",scholar
IGPA Buditjahjanto,,PENGEMBANGAN PERANGKAT PEMBELAJARAN DENGAN MEMANFAATKAN JEJARING SOSIAL FACEBOOK PADA SISWA SMK KELAS X PADA STANDAR KOMPETENSI MENERAPKAN DASAR-DASAR ELEKTRONIKA Samsudin,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yObeL8gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=yObeL8gAAAAJ:aqlVkmm33-oC,,,,,,yObeL8gAAAAJ:aqlVkmm33-oC,yObeL8gAAAAJ,"Prof. Dr. I Gusti Putu Asto Buditjahjanto, S.T., M.T.Dosen",scholar
"F Ramadhan, IGPA Buditjahjanto",,PENGEMBANGAN MEDIA PEMBELAJARAN INTERAKTIF BERBASIS WEBLOG BLOGGER PADA KOMPETENSI DASAR “MEMAHAMI FUNGSI RANGKAIAN RESISTOR DAN RANGKAIAN KELISTRIKAN” DI SMK NEGERI 2 PROBOLINGGO,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yObeL8gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=yObeL8gAAAAJ:M3ejUd6NZC8C,,,,,,yObeL8gAAAAJ:M3ejUd6NZC8C,yObeL8gAAAAJ,"Prof. Dr. I Gusti Putu Asto Buditjahjanto, S.T., M.T.Dosen",scholar
"IGPA Buditjahjanto, M Hariadi, MH Purnomo",,FUZZY C MEANS BERBASISKAN PERMASALAHAN OPTIMISASI MULTI OBYEKTIF SEBAGAI PENDUKUNG KEPUTUSAN CERDAS PADA NON PLAYER CHARACTER GAME BISNIS,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yObeL8gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=yObeL8gAAAAJ:UebtZRa9Y70C,,,,,,yObeL8gAAAAJ:UebtZRa9Y70C,yObeL8gAAAAJ,"Prof. Dr. I Gusti Putu Asto Buditjahjanto, S.T., M.T.Dosen",scholar
"RAA Nofriyanti, IGPA Buditjahjanto",,PENGARUH MODEL PEMBELAJARAN KOOPERATIF STRATEGI PEER LESSON PADA KOMPETENSI DASAR MERENCANAKAN DIODA ZENER SEBAGAI RANGKAIAN PENSTABIL TEGANGAN DI SMKN 2 SURABAYA,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yObeL8gAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=yObeL8gAAAAJ:d1gkVwhDpl0C,,,,,,yObeL8gAAAAJ:d1gkVwhDpl0C,yObeL8gAAAAJ,"Prof. Dr. I Gusti Putu Asto Buditjahjanto, S.T., M.T.Dosen",scholar
"YF Tri Wrahatnolo, Bambang Suprianto, I. G. P. Asto Buditjahjanto",,Improving Self-regulated Learning for Student s Achievement During the COVID-19 Pandemic,2022,"International Conference on Vocational Education and Electrical Engineering …, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=L6O1lvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=L6O1lvkAAAAJ:IjCSPb-OGe4C,,,,,,L6O1lvkAAAAJ:IjCSPb-OGe4C,L6O1lvkAAAAJ,"Prof. Dr. Tri Wrahatnolo, M.Pd.  M.T.",scholar
"JJ Muhammad Feryan Sundiartiko, Tri Wrahatnolo, Achmad Imam Agung",,Analisis Kinerja Kapasitor Bank Berdasarkan Penempatan dan Rating Pada Pabrik II PT Petrokimia Gresik,2022,"Indonesian Journal of Engineering and Technology (INAJET), 79-88, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=L6O1lvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=L6O1lvkAAAAJ:qjMakFHDy7sC,,,,,,L6O1lvkAAAAJ:qjMakFHDy7sC,L6O1lvkAAAAJ,"Prof. Dr. Tri Wrahatnolo, M.Pd.  M.T.",scholar
"TW Yusuf Rony Rony, Unit Three Kartini, Joko Joko",,Pemodelan Transfer Energi Smartgrid Photovoltaic Dengan Sensor Suhu Untuk Efisiensi Energi,2022,"Indonesian Journal of Engineering and Technology (INAJET), 89-98, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=L6O1lvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=L6O1lvkAAAAJ:2osOgNQ5qMEC,,,,,,L6O1lvkAAAAJ:2osOgNQ5qMEC,L6O1lvkAAAAJ,"Prof. Dr. Tri Wrahatnolo, M.Pd.  M.T.",scholar
"ANF Meini Sondang Sumbawati, H Aditya Chandra, Tri Wrahatnolo, Ibrohim, L ...",,Design Automatic Hand Sanitizer Microcontroller Based using Arduino Nano and Ultrasonic Sensors as an Effort to Prevent the Spread of Covid-19,2020,"The 3rd International Conference on Vocation Education and Electrical …, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=L6O1lvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=L6O1lvkAAAAJ:zYLM7Y9cAGgC,,,,,,L6O1lvkAAAAJ:zYLM7Y9cAGgC,L6O1lvkAAAAJ,"Prof. Dr. Tri Wrahatnolo, M.Pd.  M.T.",scholar
"TW P. Puspitaningayu, N. Funabiki, R.W. Sudibyo, H. Briantoro, Nurhayati",,Performance of an Accelerometer-Based Wireless Body Area Network in Indoor Environment A Preliminary Study,2020,"The 3rd International Conference on Vocation Education and Electrical …, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=L6O1lvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=L6O1lvkAAAAJ:UeHWp8X0CEIC,,,,,,L6O1lvkAAAAJ:UeHWp8X0CEIC,L6O1lvkAAAAJ,"Prof. Dr. Tri Wrahatnolo, M.Pd.  M.T.",scholar
"TW Euis Ismayati, Supari Muslim, Nita Kusumawati, Erina Rahmadyanti, Moch ...",,Critical Study of Research Results about TVET and TEFA s Role in Social Economic and Education Development in The Country,2020,"Journal of Education, Teaching, and Learning (JETL), 106-113, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=L6O1lvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=L6O1lvkAAAAJ:9yKSN-GCB0IC,,,,,,L6O1lvkAAAAJ:9yKSN-GCB0IC,L6O1lvkAAAAJ,"Prof. Dr. Tri Wrahatnolo, M.Pd.  M.T.",scholar
"Surya Catur Sudrajat, Amardhiana, Yoni Dwi Lestari, Joko, Ismet Basuki",,Evaluation of Partnership Management of Vocational Education on Vehicle Engineering Department with the Industry,2025,"JIIP (Jurnal Ilmiah Ilmu Pendidikan) 8 (8), 10116-10124, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:WZBGuue-350C,,,,,,n7IAKI0AAAAJ:WZBGuue-350C,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"Mulifah Mulifah, Herawati Herawati, Endah Kurniawati, Joko Joko, Ismet Basuki",,Integrasi Kepemimpinan Transformasional dan Motivasi Maslow terhadap Kinerja Guru di SMK Poncol Magetan: Sebuah Analisis Kuantitatif,2025,"Jurnal Pendidikan Indonesia : Teori, Penelitian, dan Inovasi 5 (3), 133-140, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:-FonjvnnhkoC,,,,,,n7IAKI0AAAAJ:-FonjvnnhkoC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"Joko, I Basuki, T Rijanto, MS Zuhrie, F Achmad",,Improving Individual Innovative Behavior and Post-COVID-19 Student’ Learning Outcomes Through Project-Based Blended Learning,2024,"IJORER : International Journal of Recent Educational Research 5 (2), 345-358, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:oNZyr7d5Mn4C,,,,,,n7IAKI0AAAAJ:oNZyr7d5Mn4C,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"I Basuki, J Joko",,The influence of continuous professional development on the vocational teachers’ competence to support the professional development of learner teachers,2022,"International Joint Conference on Science and Engineering 2022 (IJCSE 2022 …, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:5awf1xo2G04C,,,,,,n7IAKI0AAAAJ:5awf1xo2G04C,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"HI Chusnuraafi, E Ekohariadi, J Joko, M Marniati",,Application of Google Classroom with Flipped Classroom Learning Model on Student Learning Outcomes at SMK Unitomo Surabaya,2022,"EduLine: Journal of Education and Learning Innovation 2 (3), 267-272, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:eMMeJKvmdy0C,,,,,,n7IAKI0AAAAJ:eMMeJKvmdy0C,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"J Joko, S Agus, Budi, W Parama, Diptya, P Alfredo, Arianto, Permana",,Buku Pemeliharaan dan perbaikan motor listrik berbasis model pembelajaran berbasis proyek,2022,"University Press Unesa Surabaya 2022, 134, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:N5tVd3kTz84C,,,,,,n7IAKI0AAAAJ:N5tVd3kTz84C,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"J Joko, I Basuki, AAP Putra",,Buku Perbaikan Motor Listrik Berorientasi Project-Based Learning,2022,"Uniersity Press Unesa Surabaya 1, 121, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:VL0QpB8kHFEC,,,,,,n7IAKI0AAAAJ:VL0QpB8kHFEC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
Joko,,Karya Tulis Exsperiment Sheet Motor Listrik DC,2021,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:MLfJN-KU85MC,,,,,,n7IAKI0AAAAJ:MLfJN-KU85MC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
Joko,,Buku Merencana Motor AC 1 Phasa (Motor Universal),2021,"IN Patent EC00,202,185,266, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:tuHXwOkdijsC,,,,,,n7IAKI0AAAAJ:tuHXwOkdijsC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
Joko,,Karya Tulis Exsperiment Sheet Gererator DC (Joko),2021,"IN Patent EC00,202,185,264, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:b1wdh0AR-JQC,,,,,,n7IAKI0AAAAJ:b1wdh0AR-JQC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"J Joko, AB Santoso, S Muslim, A Widodo",,"The Effect of Academic Services, Non-Academic Services, Information Services on Student Satisfaction in Terms of Gender",2021,"Proceeding International Joint Conference on Science and Engineering 2021 …, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:tS2w5q8j5-wC,,,,,,n7IAKI0AAAAJ:tS2w5q8j5-wC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"J Joko, A Fendi, Ibrohim",,Design and Simulation of Automatic Car Parking Areas Based on Human Machine Interface Autonics LP-S070 Series,2021,"Proceeding International Joint Conference on Science and Engineering 2021 …, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:vRqMK49ujn8C,,,,,,n7IAKI0AAAAJ:vRqMK49ujn8C,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"W Aribowo, J Joko, S Isnur, AC Hermawan, F Achmad, YS Nugroho",,ATOM SEARCH OPTIMIZATION–NEURAL NETWORK FOR DRIVING DC MOTOR,2021,"Network 25 (3), 259-268, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:tOudhMTPpwUC,,,,,,n7IAKI0AAAAJ:tOudhMTPpwUC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"A Widi, J Joko, I Subuh, H Aditya, Chandra, A Fendi, SN Yuli",,ATOM SEARCH OPTIMIZATION – NEURAL NETWORK FOR DRIVING DC MOTOR,2021,"SINERGI 25 (3), 259-268, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:hMsQuOkrut0C,,,,,,n7IAKI0AAAAJ:hMsQuOkrut0C,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"J Joko, S Muslim, AB Santoso, A Widodo",,Buku Pedoman Survey Kepuasan Mahasiswa,2021,"CV. MultiarthaJatmika Yogyakarta 2021, 1-45, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:ye4kPcJQO24C,,,,,,n7IAKI0AAAAJ:ye4kPcJQO24C,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"B Ismet, J Joko, W Arif",,The Effect of Participation in Academic Achievement Activities on Vocational Teachers Competence,2020,"International Joint Conference on Science and Engineering (IJCSE 2020) 196 …, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:sSrBHYA8nusC,,,,,,n7IAKI0AAAAJ:sSrBHYA8nusC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"DN Azizah, S Muslim, N Achmad, Ratu, D Lukmantoro, U Farida, ...",,Development of Teaching Factory Model At Vocational High School (VHS) In Indonesia,2019,"Indonesia Journal of Learning Education and Counseling (IJoLEC) 2 (1), 01-08, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:XiSMed-E-HIC,,,,,,n7IAKI0AAAAJ:XiSMed-E-HIC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"S Muslim, J Joko, M Ilmi",,BUKU SISTEM PENGENDALI INSTALASI MESIN LISTRIK BED DRYER AD-3200M UNTUK PENGERINGAN GABAH,2019,"IN Patent EC00,201,948,605, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:kuK5TVdYjLIC,,,,,,n7IAKI0AAAAJ:kuK5TVdYjLIC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"M Supari, J Joko, DA Bagus",,BUKU IN SERVICE MEASUREMENT INTERBUS TRANSFORMER (IBT) MENGGUNAKAN UJI THERMOVISI,2019,"IN Patent EC00,201,948,599, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:gsN89kCJA0AC,,,,,,n7IAKI0AAAAJ:gsN89kCJA0AC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"BD Cahyono, S Muslim, J Joko",,The effect of Delphi-based learning media on the students’ learning outcomes in electricity and electronic lessons reviewed from the level of independence learning students,2019,"IJIEEB International Journal of Integrated Education, Engineering and …, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:hMod-77fHWUC,,,,,,n7IAKI0AAAAJ:hMod-77fHWUC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"W Isnaini, J Joko",,PENGEMBANGAN MEDIA PEMBELAJARAN DIGITAL BOOK BERBASIS ADOBE FLASH CS 6 PRO PADA MATA PELAJARAN INSTALASI MOTOR LISTRIK DI SMKN 1 PUNGGING,2019,"Jurnal pendidikan Teknik Elektro Unesa 8 (01), 149-153, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:pyW8ca7W8N0C,,,,,,n7IAKI0AAAAJ:pyW8ca7W8N0C,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"B Mochammad, J Joko",,PENGEMBANGAN LEMBAR KERJA SISWA (LKS) BERBASIS MODEL PEMBELAJARAN DISCOVERY LEARNING MATA PELAJARAN INSTALASI MOTOR LISTRIK UNTUK MENINGKATKAN KEMAMPUAN LITERASI SAINS SISWA …,2019,"Jurnal pendidikan Teknik Elektro Unesa 8 (01), 89-96, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:f2IySw72cVMC,,,,,,n7IAKI0AAAAJ:f2IySw72cVMC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
Joko,,Buku Mesin Arus Bolak Balik,2018,"University Press Universitas Negeri Surabaya 1, 182, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:bEWYMUwI8FkC,,,,,,n7IAKI0AAAAJ:bEWYMUwI8FkC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"S Muslim, T Wrahatnolo, S Handayani, E Rahmadyanti, N Kusumawati, ...",,Development Of Electrical Motor Control Learning Media As Learning Support For Electrical Power Installation Courses In The Department Of Electrical Engineering,2018,"Journal of Educational Science and Technology (EST) 4 (3), 170-178, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:M3NEmzRMIkIC,,,,,,n7IAKI0AAAAJ:M3NEmzRMIkIC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"Y Moch, Faishol, J Joko",,Pengereman Dinamik Motor Induksi 3 Fase 220V/380V,2018,"INAJEEE 1 (01), 19-23, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:EUQCXRtRnyEC,,,,,,n7IAKI0AAAAJ:EUQCXRtRnyEC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"PW Rusimamto, M Samani, Ekohariadi, Joko",,Cooperation Between The Public and Private Sectors in Providing Internships for Students of Education Electrical Engineering,2018,"Proceedings of the International Conference on Science, Technology …, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:k_IJM867U9cC,,,,,,n7IAKI0AAAAJ:k_IJM867U9cC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"S Maulidia, J Joko",,PENGEMBANGAN MODUL PEMBELAJARAN BERBASIS PROYEK PADA MATA KULIAH PEMELIHARAAN DAN PERBAIKAN MESIN LISTRIK DI JURUSAN TEKNIK ELEKTRO UNIVERSITAS NEGERI SURABAYA,2015,"Pendidikan Teknik Elektro 4 (1), 259-267, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:blknAaTinKkC,,,,,,n7IAKI0AAAAJ:blknAaTinKkC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
Joko,,Buku Mesin Arus Searah,2015,"Unipress Universitas Negeri Surabaya Indonesia 1, 209, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:iH-uZ7U-co4C,,,,,,n7IAKI0AAAAJ:iH-uZ7U-co4C,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"G Widodo, J Joko",,Pengembangan Dan Implementasi Perangkat Pembelajaran Berbasis Proyek,2015,"INVOTEC 11 (1), 41-56, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:mB3voiENLucC,,,,,,n7IAKI0AAAAJ:mB3voiENLucC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"J Joko, W Gatot",,PENGEMBANGAN DAN UJI COBA TERBATAS TES KINERJA PSIKOMOTORIK PERBAIKAN MOTOR LISTRIK BERBASIS KINERJA DI INDUSTRI LISTRIK,2013,"Jurnal Pendidikan Teknik Elektro Unesa 2 (03), 981- 991, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:SP6oXDckpogC,,,,,,n7IAKI0AAAAJ:SP6oXDckpogC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"W Gatot, J Joko",,PENGEMBANGAN PERANGKAT PEMBELAJARAN BERBASIS PROYEK DALAM MENINGKATKAN HASIL BELAJAR BERORIENTASI STANDAR KOMPETENSI NASIONAL (SKNI) DAN STANDAR INDUSTRI BIDANG PERBAIKAN MOTOR …,2013,"Jurnal pendidikan Teknik Elektro Unesa 2 (3), 993-1005, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:4OULZ7Gr8RgC,,,,,,n7IAKI0AAAAJ:4OULZ7Gr8RgC,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"M Supari, J Joko",,Buku Teknik Perencanaan dan Pemasangan Instalasi Listrik,2008,"Teknik perencanaan dan pemasangan instalasi listrik 2009, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7IAKI0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=n7IAKI0AAAAJ:r0BpntZqJG4C,,,,,,n7IAKI0AAAAJ:r0BpntZqJG4C,n7IAKI0AAAAJ,"Prof. Dr. Joko, M.Pd., M.T.",scholar
"N Nurhayati, MA Rosyadi, UT Kartini, A Izulhaq",,PORTABLE SOLAR CELL SEBAGAI SUMBER ENERGI PERALATAN ELEKTRIK DAN PENERANGAN DI KECAMATAN KOKOP MADURA,2026,"PROFICIO 7 (1), 124-134, 2026",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:tS2w5q8j5-wC,,,,,,S6IJ51cAAAAJ:tS2w5q8j5-wC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"MBS Widiyanto, SI Haryudo, UT Kartini, E Endryansyah",,PERANCANGAN SISTEM MONITORING DAYA LISTRIK PADA PERALATAN ELEKTRONIK BERBASIS APLIKASI THINGSBOARD,2025,"Scientica: Jurnal Ilmiah Sains dan Teknologi 3 (7), 381-402, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:B3FOqHPlNUQC,,,,,,S6IJ51cAAAAJ:B3FOqHPlNUQC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
