Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR,citation_id,scholar_id,dosen,source
"FF Maulana, N Rochmawati",,Klasifikasi citra buah menggunakan convolutional neural network,2019,"Journal of Informatics and Computer Science (JINACS) 1 (02), 104-108, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:aqlVkmm33-oC,,,,,,8wFXNjYAAAAJ:aqlVkmm33-oC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"U Rosyidah, N Rochmawati",,Analisis Kepribadian Melalui Tulisan Tangan Menggunakan Metode Support Vector Machine,2019,"Journal of Informatics and Computer Science (JINACS) 1 (02), 91-96, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:MXK_kJrjxJIC,,,,,,8wFXNjYAAAAJ:MXK_kJrjxJIC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
S Rosyidi,,Sistem Informasi Aset Laboratorium Jurusan Teknik Informatika Universitas Negeri Surabaya,2018,"Jurnal Manajemen Informatika 8 (2), 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:k_IJM867U9cC,,,,,,8wFXNjYAAAAJ:k_IJM867U9cC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
MN Yati,,Aplikasi Belajar Mengaji Berbasis Android,2018,"Jurnal Manajemen Informatika 8 (2), 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:isC4tDSrTZIC,,,,,,8wFXNjYAAAAJ:isC4tDSrTZIC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"L Rakhmawati, W Wiryanto, N Rochmawati, E Ismayati",,Fragile Watermarking Technique using a Nonlinear Block Mapping in Spatial Domain,2018,"MISEIC 2018, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:mB3voiENLucC,,,,,,8wFXNjYAAAAJ:mB3voiENLucC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"IGP Buditjahjanto, N Rochmawati, RH Peni",,Classification of lung disease syndromes in traditional Chinese medicine based on learning vector quantization,2017,"Advanced Science Letters 23 (12), 11879-11883, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:W7OEmFMy1HYC,,,,,,8wFXNjYAAAAJ:W7OEmFMy1HYC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
RY Sonata,,Sistem Informasi Manajemen Laboratorium Teknik Informatika Universitas Negeri Surabaya,2017,"Jurnal Manajemen Informatika 7 (2), 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:Tyk-4Ss8FVUC,,,,,,8wFXNjYAAAAJ:Tyk-4Ss8FVUC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"CA Pratiwi, N Rochmawati",,Rancang bangun aplikasi monitoring ibadah umat islam untuk siswa sekolah dasar berbasis Android,2017,"Jurnal Manajemen Informatika 8 (1), 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:eQOLeE2rZwMC,,,,,,8wFXNjYAAAAJ:eQOLeE2rZwMC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"RE Saputra, N Rochmawati",,PENGEMBANGAN SISTEM INFORMASI INVENTARIS LABORATORIUM JURUSAN TEKNIK INFORMATIKA FT-UNESA,2016,"Prosiding SNRT (Seminar Nasional Riset Terapan), 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:M05iB0D1s5AC,,,,,,8wFXNjYAAAAJ:M05iB0D1s5AC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"I Buditjahjanto, N Rochmawati, PA RRH",,Penentuan sindrom penyakit pada Traditional Chinese Medicine (TCM) dengan menggunakan expert system,2016,"Surabaya, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:YOwf2qJgpHMC,,,,,,8wFXNjYAAAAJ:YOwf2qJgpHMC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"N Rochmawati, RE Saputra",,Perancangan Sistem Informasi Inventaris Untuk Peminjaman Dan Pengembalian Barang Di Laboratorium Jurusan Teknik Informatika Ft Unesa,2016,"Surabaya Univ. Negeri Surabaya 2 (1), A246-A255, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:KlAtU1dfN6UC,,,,,,8wFXNjYAAAAJ:KlAtU1dfN6UC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"RE Saputra, N Rochmawati",,THE INVENTORY INFORMATION SYSTEM DEVELOPMENT OF LABORATORY OF INFORMATICS DEPARTMENT OF FT-UNESA,2016,"Seminar Nasional Riset Terapan 1, A256-A265, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:LkGwnXOMwfcC,,,,,,8wFXNjYAAAAJ:LkGwnXOMwfcC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"N Rochmawati, RE Saputra",,A DESIGN OF INVENTORY INFORMATION SYSTEM FOR BORROWING AND RETURNING OF GOODS IN LABORATORY OF INFORMATION TECHNOLOGY DEPARTMENT OF FT UNESA,2016,"Seminar Nasional Riset Terapan 1, A246-A255, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:_FxGoFyzp5QC,,,,,,8wFXNjYAAAAJ:_FxGoFyzp5QC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
N BUDIYARTO,,Sistem Informasi Raport Online SMA Negeri 1 Krembung,2016,"Jurnal Manajemen Informatika 6 (1), 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:UeHWp8X0CEIC,,,,,,8wFXNjYAAAAJ:UeHWp8X0CEIC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"AR Firmansyah, N Rochmawati",,Rancang Bangun Aplikasi Pijat Refleksi dan Totok Wajah Berbasis Android,2016,"Jurnal Manajemen Informatika 2, 152-159, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:2osOgNQ5qMEC,,,,,,8wFXNjYAAAAJ:2osOgNQ5qMEC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"IGPA Buditjahjanto, RH Peni, W Yustanti, N Rochmawati, K Saputra",,Computer Simulation Based on K-Means as Learning Media to Determine Syndrome of Disease in Traditional Chinese Medicine,2015,"Journal of Convergence Information Technology 10 (5), 79, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:IjCSPb-OGe4C,,,,,,8wFXNjYAAAAJ:IjCSPb-OGe4C,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"O Wijaya, P Nerisafitra",,Rancang Bangun Sistem Pendukung Keputusan Penentuan Lokasi Rumah Berbasis Metode Weighted Product (WP) di PT Blambangan Makmur Mandiri,2025,"Journal of Informatics and Computer Science (JINACS) 7 (02), 417-425, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:r0BpntZqJG4C,,,,,,Em3aIV0AAAAJ:r0BpntZqJG4C,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"V Diana, P Nerisafitra",,Implementasi Metode Content-Based Filtering Pada Website Rekomendasi Pariwisata Di Kota Mojokerto,2025,"Journal of Informatics and Computer Science (JINACS) 7 (02), 406-417, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:j3f4tGmQtD8C,,,,,,Em3aIV0AAAAJ:j3f4tGmQtD8C,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"PD Widayaka, P Puspitaningayu, SA Alamsyah, E Endryansyah, ...",,TinyML-Based Object Detection on Smart Blind Stick for Visually Impaired Person,2025,"2025 Eight International Conference on Vocational Education and Electrical …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:bEWYMUwI8FkC,,,,,,Em3aIV0AAAAJ:bEWYMUwI8FkC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"EK Yefrianto, P Nerisafitra",,Sistem informasi pengelolaan stok barang berbasis web dengan metode fefo dan rop (studi kasus: Toko amin jaya),2025,"Journal of Informatics and Computer Science (JINACS) 7 (02), 355-365, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:4JMBOYKVnBMC,,,,,,Em3aIV0AAAAJ:4JMBOYKVnBMC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"TB Benedict, P Nerisafitra",,Implementasi Algoritma Fuzzy Tsukamoto Sebagai Penentuan Skor dalam Game Pengenalan Alat Musik Tradisional di Indonesia,2025,"Journal of Informatics and Computer Science (JINACS) 7 (01), 262-266, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:RHpTSmoSYBkC,,,,,,Em3aIV0AAAAJ:RHpTSmoSYBkC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"GD Anggriawan, P Nerisafitra",,Penerapan Metode Fuzzy Mamdani untuk Prediksi Stok Guna Optimalisasi Manajemen Persediaan Darah di PMI Kabupaten Magetan,2025,"Journal of Informatics and Computer Science (JINACS) 7 (01), 206-217, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:_Qo2XoVZTnwC,,,,,,Em3aIV0AAAAJ:_Qo2XoVZTnwC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"T Hayuningrum, P Nerisafitra",,Pengujian Sistem Absensi SMPN 2 Parang Menggunakan Metode Black Box Testing,2025,"Journal of Informatics and Computer Science (JINACS) 7 (01), 178-184, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:e5wmG9Sq2KIC,,,,,,Em3aIV0AAAAJ:e5wmG9Sq2KIC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"A Putra, P Nerisafitra",,Rancang Bangun Simponis (Sistem Poin Pelanggaran Siswa) Berbasis Web Di SMPN 2 Parang,2025,"Journal of Informatics and Computer Science (JINACS) 7 (01), 125-133, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:R3hNpaxXUhUC,,,,,,Em3aIV0AAAAJ:R3hNpaxXUhUC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"AI Iqbal, P Nerisafitra",,Game Quiz Multiplayer Menggunakan Photon Unity Networking,2025,"Journal of Informatics and Computer Science (JINACS) 7 (01), 43-39, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:TQgYirikUcIC,,,,,,Em3aIV0AAAAJ:TQgYirikUcIC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"NR Savitri, P Nerisafitra",,Sistem Informasi Geografis Pemetaan Wisata Alam di Kabupaten Lumajang Berbasis Web,2025,"Journal of Informatics and Computer Science (JINACS) 7 (01), 21-28, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:HDshCWvjkbEC,,,,,,Em3aIV0AAAAJ:HDshCWvjkbEC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"AF Rafi, P Nerisafitra",,Perbandingan Metode Support Vector Machine dan Naive Bayes Classifier untuk Klasifikasi Survey Kepuasan Masyarakat terhadap Layanan UPT BLK Surabaya,2025,"Journal of Informatics and Computer Science (JINACS) 7 (01), 29-36, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:mB3voiENLucC,,,,,,Em3aIV0AAAAJ:mB3voiENLucC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"CA Ibad, P Nerisafitra",,Pengembangan Sistem Pendataan Pengunjung Berbasis Website dengan Optical Character Recognition untuk Pemindaian Identitas di PUSPAGA Surabaya,2025,"Journal of Informatics and Computer Science (JINACS) 6 (04), 1196-1205, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:hFOr9nPyWt4C,,,,,,Em3aIV0AAAAJ:hFOr9nPyWt4C,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"MAA Buhang, P Nerisafitra",,Rancang Bangun Sistem Rekomendasi Deteksi Baby Blues Pasca Melahirkan Menggunakan Metode Certainty Factor,2025,"Journal of Informatics and Computer Science (JINACS) 6 (04), 1099-1108, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:-f6ydRqryjwC,,,,,,Em3aIV0AAAAJ:-f6ydRqryjwC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"H Gunandaru, P Nerisafitra",,Eksplorasi Teknik Berbasis K-Means Clustering Untuk Penilaian Prestasi Siswa,2025,"Journal of Informatics and Computer Science (JINACS) 6 (04), 1076-1082, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:IWHjjKOFINEC,,,,,,Em3aIV0AAAAJ:IWHjjKOFINEC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"MA Akbar, P Nerisafitra",,Penerapan Payment Gateway Menggunakan Metode Webhook Dalam Pengembangan Bot Reservasi Jiot Gadget Solution,2025,"Journal of Informatics and Computer Science (JINACS) 6 (04), 932-947, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:L8Ckcad2t8MC,,,,,,Em3aIV0AAAAJ:L8Ckcad2t8MC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"FF Reinfa, P Nerisafitra",,Analisis Chatbot Pendaftaran Mahasiswa Baru Menggunakan Algoritma Artificial Neural Network (Studi Kasus: Universitas Negeri Surabaya),2025,"Journal of Informatics and Computer Science (JINACS) 6 (03), 842-851, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:7PzlFSSx8tAC,,,,,,Em3aIV0AAAAJ:7PzlFSSx8tAC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"R Alit, P Nerisafitra, E Yohannes",,Pemanfaatan Canva AI Guna Meningkatkankan Kreatifitas Guru dalam Mengembangkan Media Pembelajaran di SMP Negeri 1 Pagerwojo,2024,"Jurnal Lintas Karsa 1 (1), 34-42, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:mVmsd5A6BfQC,,,,,,Em3aIV0AAAAJ:mVmsd5A6BfQC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"R Putra, R Kusumaningtias, MD Yanthi, RA Hidayat, BR Laksono, ...",,PENERAPAN APLIKASI BERBASIS ACCESS PADA UMKM KELOMPOK TANI KOPI SUMBER KEMBANG JEMBER JAWA TIMUR UNTUK MEWUJUDKAN KAMPUNG WONDER COFFEE,2024,"Jurnal Hilirisasi Technology kepada Masyarakat (SITECHMAS) 5 (2), 105-126, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:Wp0gIr-vW9MC,,,,,,Em3aIV0AAAAJ:Wp0gIr-vW9MC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"SE Rediyanto Putra, P Nerisafitra, A Abidin",,Pengenalan dan pelatihan mesin produksi untuk pengrajin batik di Bojonegoro,2024,"Abimanyu: Journal of Community Engagement 5 (2), 57-64, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:9ZlFYXVOiuMC,,,,,,Em3aIV0AAAAJ:9ZlFYXVOiuMC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"F Nisa, F Umamah, P Nerisafitra",,"PENGEMBANGAN POLINDES MENJADI LAKTASI CENTER DI DESA KARANG ENTANG, KWANYAR, BANGKALAN, MADURA",2024,"Jurnal Penamas Adi Buana 8 (01), 88-95, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:aqlVkmm33-oC,,,,,,Em3aIV0AAAAJ:aqlVkmm33-oC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"PA Sariyono, P Nerisafitra",,Augmented Reality sebagai Media Digital Marketing pada Kemasan Produk Menggunakan Metode Marker Based Tracking,2024,"Jurnal Manajemen Informatika 13 (02), 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:qxL8FJ1GzNcC,,,,,,Em3aIV0AAAAJ:qxL8FJ1GzNcC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"MD Bahtiar, R Putra, P Nerisafitra, S Rohayati",,PEMBERDAYAAN PENGRAJIN BATIK “PAGUYUBAN UKM WANITA BERKARYA” DI DESA PILANG MASARAN SRAGEN MELALUI DIGITALISASI MARKETING,2024,"Jurnal Hilirisasi Technology kepada Masyarakat (SITECHMAS) 5 (1), 23-32, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:4TOpqqG69KYC,,,,,,Em3aIV0AAAAJ:4TOpqqG69KYC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
P Nerisafitra,,Penilaian Kematangan E-Government Menggunakan Kerangka Kerja Cobit 5 (Studi Kasus: Bappeda Kabupaten Gresik),2024,"Journal of Emerging Information Systems and Business Intelligence 5 (1), 76-84, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:_kc_bZDykSQC,,,,,,Em3aIV0AAAAJ:_kc_bZDykSQC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"R Putra, P Nerisafitra, A Abidin, SN Sabaha",,IMPLEMENTASI DIGITAL MARKETING SEBAGAI SARANA PEMASARAN PENGRAJIN BATIK DI BOJONEGORO,2023,"Jurnal Hilirisasi Technology kepada Masyarakat (SITECHMAS) 4 (2), 78-86, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:KlAtU1dfN6UC,,,,,,Em3aIV0AAAAJ:KlAtU1dfN6UC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"FJ Wahidna, P Nerisafitra",,Analisis Sentimen Pengguna Sistem Pay Later Menggunakan Support Vector Machine Metode Pembobotan Lexicon,2023,"Journal of Informatics and Computer Science (JINACS), 334-343, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:8k81kl-MbHgC,,,,,,Em3aIV0AAAAJ:8k81kl-MbHgC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"DA Renanda, P Nerisafitra",,Perancangan Enterprise Architecture pada PT Semanggi Mas Sejahtera Menggunakan TOGAF,2023,"Journal of Emerging Information Systems and Business Intelligence 4 (1), 38-49, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:MXK_kJrjxJIC,,,,,,Em3aIV0AAAAJ:MXK_kJrjxJIC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"MYY Rifendy, P Nerisafitra",,Implementasi Sistem Informasi Geografis Jalur Pendakian Gunung Penanggungan Dengan Metode Dijkstra Dan Penerapan Fuzzy Dalam Rekomendasi Jalur,2023,"Journal of Informatics and Computer Science (JINACS), 283-291, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:5nxA0vEk-isC,,,,,,Em3aIV0AAAAJ:5nxA0vEk-isC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"GS Palupi, P Nerisafitra, R Bisma",,How information literacy influences student’s online risk mitigation,2022,"JIEET (Journal of Information Engineering and Educational Technology) 6 (2 …, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:hqOjcs7Dif8C,,,,,,Em3aIV0AAAAJ:hqOjcs7Dif8C,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"R Putra, MD Bahtiar, P Nerisafitra, A Kusumaningsih",,Pemberdayaan Wanita Tani Kopi Melalui Pembentukan Kampung “Wonder Coffee” di Desa Durjo Kabupaten Jember,2022,"Jurnal Hilirisasi Technology kepada Masyarakat (SITECHMAS) 3 (2), 94-106, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:Zph67rFs4hoC,,,,,,Em3aIV0AAAAJ:Zph67rFs4hoC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"W Prasetyo, P Nerisafitra",,RiasPedia sebagai Aplikasi Rekomendasi Jasa Tata Rias dengan Metode Fuzzy Tahani,2022,"Journal of Informatics and Computer Science (JINACS), 150-159, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:Se3iqnhoufwC,,,,,,Em3aIV0AAAAJ:Se3iqnhoufwC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"P Nerisafitra, RP Wibawa",,Optimalisasi Penggunaan Teknologi Informasi Dalam Penyusunan Media Pembelajaran Interaktif,2022,"SEMINAR NASIONAL PENGABDIAN KEPADA MASYARAKAT 2021 1 (1), 605-612, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:LkGwnXOMwfcC,,,,,,Em3aIV0AAAAJ:LkGwnXOMwfcC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"MDE Susanti, GS Palupi, P Nerisafitra, RP Wibawa",,Sosialisasi Dan Pelatihan Tentang Privacy Dan Keamanan Internet Pada Peserta Didik Smp Negeri 1 Waru,2022,"Prosiding Seminar Nasional Pengabdian Kepada Masyarakat 2 (1), 489-498, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:0EnyYjriUFMC,,,,,,Em3aIV0AAAAJ:0EnyYjriUFMC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
"R Bisma, P Nerisafitra, AW Utami",,Perancangan sistem perhitungan kebutuhan kalori sebagai pendamping gaya hidup sehat,2021,"Journal of Emerging Information Systems and Business Intelligence 2 (4), 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:ufrVoPGSRksC,,,,,,Em3aIV0AAAAJ:ufrVoPGSRksC,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
P Nerisafitra,,Analysis of User Satisfaction Level of myIM3 Application Using TAM Method,2021,"Applied Technology and Computing Science Journal 4 (2), 130-137, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Em3aIV0AAAAJ:UebtZRa9Y70C,,,,,,Em3aIV0AAAAJ:UebtZRa9Y70C,Em3aIV0AAAAJ,"Paramitha Nerisafitra, S.ST., M.Kom.",scholar
