"Data set","All Authors affiliated with Universitas Negeri Surabaya","","","","","","","","","","",""
"Entity","Universitas Negeri Surabaya","","","","","","","","","","",""
"Year range","2015 to >2025","","","","","","","","","","",""
"Types of publications included","all publication types","","","","","","","","","","",""
"Self-citations","included","","","","","","","","","","",""
"","","","","","","","","","","","",""
"Data source","Scopus","","","","","","","","","","",""
"Date last updated","11 March 2026","","","","","","","","","","",""
"","","","","","","","","","","","",""
"* If an author's affiliation is part of multiple SciVal Institutions, the author is listed multiple times with one row per Institution.","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"Name","Scholarly Output","Most recent publication","Citations","Citations per Publication","Field-Weighted Citation Impact","h-index","Output in Top 10% Citation Percentiles (field-weighted)","Oldest publication (since 1996)","Scopus author ID","Scopus author profile","Primary author affiliation*","ORCID (linked to Scopus author profile)"
"Putra, I. Gusti Lanang Eka","1","2020","1","1.0","0.18","1","0","2020","57220049873","https://www.scopus.com/authid/detail.url?authorId=57220049873","Universitas Negeri Surabaya",""
"Nafik,","1","2020","0","0.0","0.00","0","0","2020","57220922792","https://www.scopus.com/authid/detail.url?authorId=57220922792","Universitas Negeri Surabaya",""
"Imama, M.","1","2021","0","0.0","0.00","0","0","2021","57222190323","https://www.scopus.com/authid/detail.url?authorId=57222190323","Universitas Negeri Surabaya",""
"Fikri, Achmad Akmal","1","2021","4","4.0","0.37","1","0","2021","57366572100","https://www.scopus.com/authid/detail.url?authorId=57366572100","Kumamoto University",""
"Anggita, Intan Kumala Dewi","1","2021","0","0.0","0.00","0","0","2021","58082352700","https://www.scopus.com/authid/detail.url?authorId=58082352700","Universitas Negeri Surabaya",""
"Firdaus, Laras","1","2020","2","2.0","0.61","1","0","2020","58433852800","https://www.scopus.com/authid/detail.url?authorId=58433852800","Universitas Negeri Surabaya",""
"Soebjanto, Sonny","1","2024","0","0.0","0.00","0","0","2024","59044781800","https://www.scopus.com/authid/detail.url?authorId=59044781800","Universitas Negeri Surabaya","0009-0006-3760-1485"
"Napasti, Friny","1","2025","1","1.0","0.47","1","0","2025","59395665400","https://www.scopus.com/authid/detail.url?authorId=59395665400","Unknown affiliation",""
"Dwi, Anindya A.","1","2022","1","1.0","0.09","1","0","2022","59406003500","https://www.scopus.com/authid/detail.url?authorId=59406003500","Universitas Negeri Surabaya",""
"Pradana, Febryansah Gilang Aris","1","2026","0","0.0","0.00","0","1","2026","59660278000","https://www.scopus.com/authid/detail.url?authorId=59660278000","Universitas Negeri Surabaya",""
"Sulthonah, Nabilah","1","2025","0","0.0","0.00","0","0","2025","59753643800","https://www.scopus.com/authid/detail.url?authorId=59753643800","Universitas Negeri Surabaya",""
"Ayubi, Novadri","1","2024","0","0.0","0.00","0","0","2024","59793616000","https://www.scopus.com/authid/detail.url?authorId=59793616000","Universitas Negeri Surabaya",""
"Komalasari, Dewi","1","2025","0","0.0","0.00","0","0","2025","59999279600","https://www.scopus.com/authid/detail.url?authorId=59999279600","Universitas Negeri Surabaya","0000-0002-2971-845X"
"Hafidl, Achmad Naufal","1","2025","0","0.0","0.00","0","0","2025","60053611000","https://www.scopus.com/authid/detail.url?authorId=60053611000","Universitas Negeri Surabaya",""
"Swarizona, Silkania","1","2025","0","0.0","0.00","0","0","2025","60076409300","https://www.scopus.com/authid/detail.url?authorId=60076409300","Universitas Negeri Surabaya",""
"Rahmafitria, Fistara Lesti","1","2025","0","0.0","0.00","0","0","2025","60105915100","https://www.scopus.com/authid/detail.url?authorId=60105915100","Universitas Negeri Surabaya",""
"Isroyati,","1","2025","0","0.0","0.00","0","0","2025","60150284200","https://www.scopus.com/authid/detail.url?authorId=60150284200","Universitas Negeri Surabaya",""
"Hasanah, Kurrotul","1","2025","0","0.0","0.00","0","0","2025","60160545300","https://www.scopus.com/authid/detail.url?authorId=60160545300","Universitas Negeri Surabaya",""
"Astutik, W.","1","2025","0","0.0","0.00","0","0","2025","60229264200","https://www.scopus.com/authid/detail.url?authorId=60229264200","Universitas Negeri Surabaya",""
"Sujatno,","1","2025","0","0.0","0.00","0","0","2025","60330691500","https://www.scopus.com/authid/detail.url?authorId=60330691500","Universitas Negeri Surabaya",""
"Khozin, Nur","1","2025","2","2.0","1.67","1","0","2025","60357350900","https://www.scopus.com/authid/detail.url?authorId=60357350900","Universitas Negeri Surabaya","0009-0000-7074-3668"
"Hyma Puspytasari, Heppy","1","2025","0","0.0","0.00","0","0","2025","60422295400","https://www.scopus.com/authid/detail.url?authorId=60422295400","Universitas Negeri Surabaya",""
"Surtiningsih, Tini","1","2018","0","0.0","0.00","7","0","2018","55571406500","https://www.scopus.com/authid/detail.url?authorId=55571406500","Universitas Airlangga",""
"Mayasari, F.","1","2018","1","1.0","0.54","1","0","2018","57200366109","https://www.scopus.com/authid/detail.url?authorId=57200366109","Universitas Negeri Surabaya",""
"Permatasari, Zaimah","1","2017","22","22.0","1.61","1","0","2017","57203277387","https://www.scopus.com/authid/detail.url?authorId=57203277387","Universitas Negeri Surabaya",""
"Pamuji, Eko","1","2024","1","1.0","0.18","1","0","2024","57213198657","https://www.scopus.com/authid/detail.url?authorId=57213198657","Universitas Negeri Surabaya",""
"Ria Agustina, Putri Zulaiha","1","2020","5","5.0","2.43","1","1","2020","57216272138","https://www.scopus.com/authid/detail.url?authorId=57216272138","Universitas Negeri Surabaya",""
"Koyimah,","1","2020","4","4.0","0.21","1","0","2020","57218586378","https://www.scopus.com/authid/detail.url?authorId=57218586378","Universitas Negeri Surabaya",""
"Syafril,","1","2020","11","11.0","6.08","3","1","2020","57218933058","https://www.scopus.com/authid/detail.url?authorId=57218933058","State University of Padang",""
"Prayitno, Sayoga Heru","1","2018","0","0.0","0.00","1","0","2018","57219558972","https://www.scopus.com/authid/detail.url?authorId=57219558972","Unknown affiliation",""
"Harpriyanti, Haswinda","1","2022","1","1.0","0.14","1","0","2022","57968369200","https://www.scopus.com/authid/detail.url?authorId=57968369200","Unknown affiliation",""
"Kandilia, Sahani","1","2021","4","4.0","2.34","1","1","2021","58081840800","https://www.scopus.com/authid/detail.url?authorId=58081840800","Universitas Negeri Surabaya",""
"Angesti, Wineke","1","2021","6","6.0","1.75","1","0","2021","58082211000","https://www.scopus.com/authid/detail.url?authorId=58082211000","Universitas Negeri Surabaya",""
"Jhundy, Brilliant Angellia","1","2023","0","0.0","0.00","0","0","2023","58286592800","https://www.scopus.com/authid/detail.url?authorId=58286592800","Universitas Negeri Surabaya",""
"Syafaat, Muhammad","1","2023","2","2.0","0.32","1","0","2023","58494503200","https://www.scopus.com/authid/detail.url?authorId=58494503200","Universitas Negeri Surabaya",""
"Bimo, Igoy Arya","1","2025","0","0.0","0.00","1","0","2025","58794017200","https://www.scopus.com/authid/detail.url?authorId=58794017200","Universitas Negeri Surabaya","0000-0003-3520-8285"
"Khoiriza, I. N.","1","2023","1","1.0","0.51","1","0","2023","58806184600","https://www.scopus.com/authid/detail.url?authorId=58806184600","Universitas Negeri Surabaya",""
"Prihatina, Yuhri Inang","1","2023","0","0.0","0.00","0","0","2023","59321419500","https://www.scopus.com/authid/detail.url?authorId=59321419500","Universitas Negeri Surabaya",""
"Indrarini, Rachma","1","2025","3","3.0","1.53","1","0","2025","59928417800","https://www.scopus.com/authid/detail.url?authorId=59928417800","Universitas Negeri Surabaya",""
"Prawestri, Cintantya Intan","1","2025","0","0.0","0.00","0","0","2025","60076098500","https://www.scopus.com/authid/detail.url?authorId=60076098500","Universitas Islam Sultan Agung",""
"Nasihah, Siti Addinul","1","2026","0","0.0","0.00","0","1","2026","60136459100","https://www.scopus.com/authid/detail.url?authorId=60136459100","Universitas Negeri Surabaya",""
"Hidayati, Caterina","1","2026","0","0.0","0.00","0","1","2026","60389172500","https://www.scopus.com/authid/detail.url?authorId=60389172500","Universitas Negeri Surabaya",""
"Sinta Megasari, Dindy","1","2025","0","0.0","0.00","0","0","2025","60422801300","https://www.scopus.com/authid/detail.url?authorId=60422801300","Universitas Negeri Surabaya",""
"Sulasminten,","1","2016","0","0.0","0.00","0","0","2016","57189631284","https://www.scopus.com/authid/detail.url?authorId=57189631284","Universitas Negeri Surabaya",""
"Rachmawati, Lucky","1","2016","4","4.0","0.00","1","0","2016","57190573702","https://www.scopus.com/authid/detail.url?authorId=57190573702","Universitas Negeri Surabaya","0000-0003-3538-5636"
"Zen, I. M.","1","2018","2","2.0","0.54","1","0","2018","57201197867","https://www.scopus.com/authid/detail.url?authorId=57201197867","Universitas Negeri Surabaya",""
"Sugiarto, Hariyadi","1","2018","0","0.0","0.00","0","0","2018","57201861149","https://www.scopus.com/authid/detail.url?authorId=57201861149","Universitas Negeri Surabaya",""
"Hidajat, D.","1","2021","0","0.0","0.00","0","0","2021","57208466027","https://www.scopus.com/authid/detail.url?authorId=57208466027","Universitas Negeri Surabaya","0000-0002-8731-5325"
"Agung, Achmad Imam","1","2022","3","3.0","0.70","2","0","2022","57218398858","https://www.scopus.com/authid/detail.url?authorId=57218398858","Universitas Negeri Surabaya",""
"Sunanto, Sunanto","1","2024","1","1.0","0.29","3","0","2024","57224213177","https://www.scopus.com/authid/detail.url?authorId=57224213177","Nahdlatul Ulama University Surabaya",""
"Sari, Devy P.","1","2022","3","3.0","0.27","1","0","2022","57446699100","https://www.scopus.com/authid/detail.url?authorId=57446699100","Universitas Negeri Surabaya",""
"Januarumi, Fransisca","1","2023","0","0.0","0.00","0","0","2023","58314836200","https://www.scopus.com/authid/detail.url?authorId=58314836200","Universitas Negeri Surabaya",""
"Indahwati, Sri Dwi","1","2023","9","9.0","4.61","1","1","2023","58778705400","https://www.scopus.com/authid/detail.url?authorId=58778705400","Universitas Negeri Surabaya",""
"Mu’minin, Amirul","1","2025","1","1.0","0.99","1","0","2025","59471440800","https://www.scopus.com/authid/detail.url?authorId=59471440800","Universitas Negeri Surabaya",""
"Yuliaturosida, Eka","1","2025","1","1.0","0.41","1","0","2025","59752611400","https://www.scopus.com/authid/detail.url?authorId=59752611400","Unknown affiliation",""
"Efendi, Nur Ikhfan","1","2025","0","0.0","0.00","0","0","2025","60024626900","https://www.scopus.com/authid/detail.url?authorId=60024626900","Universitas Negeri Surabaya",""
"Octavia, Shelais Ronne","1","2025","0","0.0","0.00","0","0","2025","60076133800","https://www.scopus.com/authid/detail.url?authorId=60076133800","Universitas Negeri Surabaya",""
"Yanti, Liza Puspita","1","2025","0","0.0","0.00","0","0","2025","60149732800","https://www.scopus.com/authid/detail.url?authorId=60149732800","Universitas Negeri Surabaya",""
"Warsono,","1","2026","0","0.0","0.00","0","1","2026","60372040900","https://www.scopus.com/authid/detail.url?authorId=60372040900","Universitas Negeri Surabaya",""
"Ahmad, G. A.","1","2018","2","2.0","1.09","1","0","2018","57201201549","https://www.scopus.com/authid/detail.url?authorId=57201201549","Universitas Negeri Surabaya",""
"Rio Rynaldo, Bagus","1","2018","11","11.0","1.17","1","0","2018","57201851928","https://www.scopus.com/authid/detail.url?authorId=57201851928","Universitas Negeri Surabaya",""
"Asnidar,","1","2018","4","4.0","2.17","1","0","2018","57204203131","https://www.scopus.com/authid/detail.url?authorId=57204203131","Haluoleo University",""
"Amalia, Fika","1","2019","1","1.0","0.16","1","0","2019","57205019387","https://www.scopus.com/authid/detail.url?authorId=57205019387","Universitas Negeri Surabaya",""
"Febriana, D. F.","1","2019","4","4.0","1.20","1","0","2019","57207955969","https://www.scopus.com/authid/detail.url?authorId=57207955969","Universitas Negeri Surabaya",""
"Rejekι, Purwo Sri","1","2025","1","1.0","1.02","13","0","2025","57208052652","https://www.scopus.com/authid/detail.url?authorId=57208052652","Universitas Airlangga","0000-0002-2543-3676"
"Irawati, Yuyun","1","2019","0","0.0","0.00","1","0","2019","57212243427","https://www.scopus.com/authid/detail.url?authorId=57212243427","Unknown affiliation",""
"Septiana, Hespi","1","2018","4","4.0","0.33","1","0","2018","57215915212","https://www.scopus.com/authid/detail.url?authorId=57215915212","Universitas Negeri Surabaya",""
"Rahmadiarti, Fida","1","2020","4","4.0","0.47","1","0","2020","57216954892","https://www.scopus.com/authid/detail.url?authorId=57216954892","Universitas Negeri Surabaya",""
"Rozy, Fakhrur","1","2026","0","0.0","0.00","2","1","2026","57217148499","https://www.scopus.com/authid/detail.url?authorId=57217148499","Universitas Negeri Surabaya","0009-0006-4297-944X"
"Manyu, A.","1","2020","3","3.0","1.22","1","0","2020","57219231570","https://www.scopus.com/authid/detail.url?authorId=57219231570","Universitas Negeri Surabaya",""
"Muhardi,","1","2020","11","11.0","6.08","6","1","2020","57224230825","https://www.scopus.com/authid/detail.url?authorId=57224230825","Unknown affiliation",""
"Aisyah, Rasyidah Nur","1","2021","16","16.0","1.98","1","0","2021","57226667006","https://www.scopus.com/authid/detail.url?authorId=57226667006","Universitas Negeri Surabaya","0000-0002-1995-1717"
"Wulandari, Ika","1","2021","1","1.0","0.24","1","0","2021","57338290500","https://www.scopus.com/authid/detail.url?authorId=57338290500","Universitas Negeri Surabaya",""
"Bekti, Ananda Perwira","1","2024","4","4.0","1.37","1","0","2024","59003713100","https://www.scopus.com/authid/detail.url?authorId=59003713100","Universitas Negeri Surabaya",""
"Wisnu, W.","1","2024","0","0.0","0.00","0","0","2024","59133487200","https://www.scopus.com/authid/detail.url?authorId=59133487200","Universitas Negeri Surabaya",""
"Setiyono, Hari","1","2024","1","1.0","0.40","1","0","2024","59193534400","https://www.scopus.com/authid/detail.url?authorId=59193534400","Universitas Negeri Surabaya",""
"Bintang, Fasih Ilhami","1","2024","7","7.0","0.94","1","0","2024","59331114400","https://www.scopus.com/authid/detail.url?authorId=59331114400","Universitas Negeri Surabaya",""
"Riyadi,","1","2025","1","1.0","0.76","1","0","2025","59552217600","https://www.scopus.com/authid/detail.url?authorId=59552217600","Universitas Negeri Surabaya",""
"Paramudhita, Frizky Audis","1","2025","7","7.0","1.44","1","0","2025","59761439300","https://www.scopus.com/authid/detail.url?authorId=59761439300","Universitas Negeri Surabaya",""
"Huda, Anam Miftakhul","1","2026","0","0.0","0.00","0","1","2026","60074678700","https://www.scopus.com/authid/detail.url?authorId=60074678700","Universitas Negeri Surabaya",""
"Wicaksono, Arief Budi","1","2025","0","0.0","0.00","0","0","2025","60089426700","https://www.scopus.com/authid/detail.url?authorId=60089426700","Universitas Negeri Surabaya",""
"Putra, Adevan Arumajifijaya","1","2025","0","0.0","0.00","0","0","2025","60116392800","https://www.scopus.com/authid/detail.url?authorId=60116392800","Universitas Negeri Surabaya",""
"Utomo, Rizki Satiro","1","2025","0","0.0","0.00","0","0","2025","60124177800","https://www.scopus.com/authid/detail.url?authorId=60124177800","Universitas Negeri Surabaya",""
"Ramadhani, Mochammad Ilham","1","2025","0","0.0","0.00","0","0","2025","60224939700","https://www.scopus.com/authid/detail.url?authorId=60224939700","Universitas Negeri Surabaya",""
"Liano, Ireniza","1","2026","0","0.0","0.00","0","1","2026","60332609100","https://www.scopus.com/authid/detail.url?authorId=60332609100","Universitas Negeri Surabaya",""
"Mustafidah, Mutia Eva","1","2026","0","0.0","0.00","0","1","2026","60373258900","https://www.scopus.com/authid/detail.url?authorId=60373258900","Universitas Negeri Surabaya",""
"Nurhayati, Nurhayati","1","2026","0","0.0","0.00","0","1","2026","60407001300","https://www.scopus.com/authid/detail.url?authorId=60407001300","Universitas Negeri Surabaya",""
"Yessy, Yessy","1","2025","0","0.0","0.00","0","0","2025","60422573600","https://www.scopus.com/authid/detail.url?authorId=60422573600","Universitas Negeri Surabaya",""
"Sugiharto, Eko","1","2024","0","0.0","0.00","2","0","2024","56426345700","https://www.scopus.com/authid/detail.url?authorId=56426345700","Mulawarman University",""
"Komaini, Anton","1","2023","1","1.0","0.06","16","0","2023","57193789399","https://www.scopus.com/authid/detail.url?authorId=57193789399","State University of Padang","0000-0002-2955-0175"
"Putra, I. S.","1","2018","5","5.0","2.17","2","0","2018","57205028732","https://www.scopus.com/authid/detail.url?authorId=57205028732","Unknown affiliation",""
"Thohirin, Ahmad","1","2019","14","14.0","1.90","1","0","2019","57211535250","https://www.scopus.com/authid/detail.url?authorId=57211535250","Universitas Negeri Surabaya","0000-0003-0273-3294"
"Primaniarta, M. Gita","1","2022","18","18.0","2.32","1","1","2022","58110797100","https://www.scopus.com/authid/detail.url?authorId=58110797100","Unknown affiliation","0000-0002-9454-9787"
"Kamariah,","1","2023","0","0.0","0.00","0","0","2023","58396708900","https://www.scopus.com/authid/detail.url?authorId=58396708900","Universitas Negeri Surabaya",""
"Mones, Anselmus Yata","1","2024","2","2.0","0.97","1","0","2024","59139837300","https://www.scopus.com/authid/detail.url?authorId=59139837300","Unknown affiliation",""
"Nissa, Febby Alfu Khoirun","1","2024","1","1.0","0.28","1","0","2024","59364142700","https://www.scopus.com/authid/detail.url?authorId=59364142700","Universitas Negeri Surabaya",""
