"Data set","All Authors affiliated with Universitas Negeri Surabaya","","","","","","","","","","",""
"Entity","Universitas Negeri Surabaya","","","","","","","","","","",""
"Year range","2015 to >2025","","","","","","","","","","",""
"Types of publications included","all publication types","","","","","","","","","","",""
"Self-citations","included","","","","","","","","","","",""
"","","","","","","","","","","","",""
"Data source","Scopus","","","","","","","","","","",""
"Date last updated","11 March 2026","","","","","","","","","","",""
"","","","","","","","","","","","",""
"* If an author's affiliation is part of multiple SciVal Institutions, the author is listed multiple times with one row per Institution.","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"Name","Scholarly Output","Most recent publication","Citations","Citations per Publication","Field-Weighted Citation Impact","h-index","Output in Top 10% Citation Percentiles (field-weighted)","Oldest publication (since 1996)","Scopus author ID","Scopus author profile","Primary author affiliation*","ORCID (linked to Scopus author profile)"
"Dewi, Tiara Rahma Putri Kusuma","1","2025","0","0.0","0.00","0","0","2025","60160543700","https://www.scopus.com/authid/detail.url?authorId=60160543700","Universitas Negeri Surabaya",""
"Firlando, Rais","1","2025","0","0.0","0.00","0","0","2025","60226853100","https://www.scopus.com/authid/detail.url?authorId=60226853100","Universitas Negeri Surabaya",""
"Suyitno, Suyitno","1","2019","14","14.0","1.90","19","0","2019","57209352000","https://www.scopus.com/authid/detail.url?authorId=57209352000","Gadjah Mada University","0000-0001-8787-0364"
"Hariyono,","1","2023","3","3.0","0.28","3","0","2023","57216412899","https://www.scopus.com/authid/detail.url?authorId=57216412899","Muhammadiyah University of Yogyakarta",""
"Affandi, A.","1","2018","0","0.0","0.00","0","0","2018","57217322517","https://www.scopus.com/authid/detail.url?authorId=57217322517","Universitas Negeri Surabaya",""
"Husniah, Furoidatul","1","2022","1","1.0","0.14","1","0","2022","57217847221","https://www.scopus.com/authid/detail.url?authorId=57217847221","University of Jember",""
"Witcjaksono, Andre Dwijanto","1","2020","6","6.0","1.22","1","0","2020","57218373464","https://www.scopus.com/authid/detail.url?authorId=57218373464","Universitas Negeri Surabaya",""
"Putri, Aprillia Nurcahya","1","2020","2","2.0","0.61","1","0","2020","57219172508","https://www.scopus.com/authid/detail.url?authorId=57219172508","Universitas Negeri Surabaya",""
"Inggriani, Firma","1","2020","1","1.0","0.05","1","0","2020","57219454704","https://www.scopus.com/authid/detail.url?authorId=57219454704","Universitas Negeri Surabaya",""
"Julianto, J.","1","2021","10","10.0","2.57","1","1","2021","57226819247","https://www.scopus.com/authid/detail.url?authorId=57226819247","Universitas Negeri Surabaya",""
"Basuki,","1","2021","2","2.0","0.58","2","0","2021","57576385400","https://www.scopus.com/authid/detail.url?authorId=57576385400","Unknown affiliation",""
"Huda, Nuril","1","2022","6","6.0","0.63","1","0","2022","57827392200","https://www.scopus.com/authid/detail.url?authorId=57827392200","Universitas Negeri Surabaya",""
"Sova, Rimbi Rodiyana","1","2023","2","2.0","0.13","2","0","2023","58068804000","https://www.scopus.com/authid/detail.url?authorId=58068804000","National Research and Innovation Agency Republic of Indonesia",""
"Wahyuni, Elli Setiyo","1","2023","1","1.0","0.14","1","0","2023","58245196200","https://www.scopus.com/authid/detail.url?authorId=58245196200","Universitas Negeri Surabaya",""
"Abidah, Hafshah Yasmina","1","2025","0","0.0","0.00","2","0","2025","58289426700","https://www.scopus.com/authid/detail.url?authorId=58289426700","Universitas Negeri Surabaya",""
"Mahfudhoh, Alayya Izza","1","2025","1","1.0","0.61","1","0","2025","60015862200","https://www.scopus.com/authid/detail.url?authorId=60015862200","Universitas Negeri Surabaya",""
"Mashuri, Mohan Taufiq","1","2025","0","0.0","0.00","0","0","2025","60039960400","https://www.scopus.com/authid/detail.url?authorId=60039960400","Unknown affiliation",""
"Syagran, Evy Afiyah","1","2025","0","0.0","0.00","0","0","2025","60076193700","https://www.scopus.com/authid/detail.url?authorId=60076193700","Universitas Negeri Surabaya",""
"Al Rosyid, Harun","1","2025","1","1.0","4.73","1","1","2025","60116134800","https://www.scopus.com/authid/detail.url?authorId=60116134800","Universitas Negeri Surabaya",""
"Sugandi, Oktavia Wahyu","1","2025","0","0.0","0.00","0","0","2025","60160337600","https://www.scopus.com/authid/detail.url?authorId=60160337600","Universitas Negeri Surabaya",""
"Andang, Widjaja","1","2025","0","0.0","0.00","0","0","2025","60343748000","https://www.scopus.com/authid/detail.url?authorId=60343748000","Universitas Negeri Surabaya",""
"Indarti, Indarti","1","2025","0","0.0","0.00","0","0","2025","60344848800","https://www.scopus.com/authid/detail.url?authorId=60344848800","Universitas Negeri Surabaya",""
"Arieftiara, Dianwicaksih","1","2017","16","16.0","0.59","5","0","2017","57198900114","https://www.scopus.com/authid/detail.url?authorId=57198900114","Universitas Pembangunan Nasional Veteran Jakarta","0000-0001-8364-2153"
"Putra Eka, I. G.L.P.","1","2019","1","1.0","0.16","1","0","2019","57216226026","https://www.scopus.com/authid/detail.url?authorId=57216226026","Universitas Negeri Surabaya",""
"Rachmawati, Yati Setiati","1","2024","2","2.0","1.80","3","0","2024","57223246332","https://www.scopus.com/authid/detail.url?authorId=57223246332","UIN Sunan Gunung Djati Bandung",""
"Rodliyah, Iesyah","1","2026","0","0.0","0.00","0","1","2026","57501067800","https://www.scopus.com/authid/detail.url?authorId=57501067800","Unknown affiliation","0009-0003-1787-2585"
"Nurhasanah, Nia","1","2022","11","11.0","0.73","1","0","2022","57680858400","https://www.scopus.com/authid/detail.url?authorId=57680858400","Universitas Negeri Surabaya",""
"Sasmita, Febriarsita Eka","1","2024","1","1.0","0.36","1","0","2024","59371023000","https://www.scopus.com/authid/detail.url?authorId=59371023000","Universitas Negeri Surabaya",""
"Dewani, Hardhika Wahyu","1","2024","1","1.0","1.05","1","0","2024","59522787600","https://www.scopus.com/authid/detail.url?authorId=59522787600","Universitas Negeri Surabaya",""
"Yudho, Pijar Kuncoro","1","2025","0","0.0","0.00","0","0","2025","59737777200","https://www.scopus.com/authid/detail.url?authorId=59737777200","Universitas Negeri Surabaya",""
"Lazuardi, Satria Riagung","1","2025","1","1.0","0.34","1","0","2025","59971162500","https://www.scopus.com/authid/detail.url?authorId=59971162500","Universitas Negeri Surabaya",""
"Wulandari, Evy","1","2025","0","0.0","0.00","0","0","2025","60076192000","https://www.scopus.com/authid/detail.url?authorId=60076192000","Universitas Negeri Surabaya",""
"Agustinur, Satya Cantika","1","2025","0","0.0","0.00","0","0","2025","60076408500","https://www.scopus.com/authid/detail.url?authorId=60076408500","Universitas Negeri Surabaya",""
"Sunarto, Suparman","1","2025","0","0.0","0.00","0","0","2025","60082923400","https://www.scopus.com/authid/detail.url?authorId=60082923400","Universitas Negeri Surabaya",""
"Sri Rahayu, Yuni","1","2025","0","0.0","0.00","0","0","2025","60089550200","https://www.scopus.com/authid/detail.url?authorId=60089550200","Universitas Negeri Surabaya",""
"Putri, Kharisma Dwisinta","1","2025","0","0.0","0.00","0","0","2025","60160250400","https://www.scopus.com/authid/detail.url?authorId=60160250400","Universitas Negeri Surabaya",""
"Septi, R.","1","2025","0","0.0","0.00","0","0","2025","60229829900","https://www.scopus.com/authid/detail.url?authorId=60229829900","Universitas Negeri Surabaya",""
"Panji Yudha, Rivo","1","2025","0","0.0","0.00","0","0","2025","60434312900","https://www.scopus.com/authid/detail.url?authorId=60434312900","Universitas Negeri Surabaya",""
"Firdaus, A. M.","1","2020","7","7.0","0.52","3","0","2020","36674946300","https://www.scopus.com/authid/detail.url?authorId=36674946300","Muhammadiyah Makassar University","0000-0002-4551-1643"
"Kuspriyanto, Kuspriyanto","1","2018","18","18.0","2.17","11","0","2018","53979748400","https://www.scopus.com/authid/detail.url?authorId=53979748400","Bandung Institute of Technology",""
"Ibrohim, Ibrohim","1","2018","8","8.0","2.71","11","1","2018","57191815729","https://www.scopus.com/authid/detail.url?authorId=57191815729","State University of Malang","0000-0002-9946-001X"
"Hidayati, Hanik Badriyah","1","2020","43","43.0","6.54","7","1","2020","57194159504","https://www.scopus.com/authid/detail.url?authorId=57194159504","Universitas Airlangga",""
"Kharisma, Viol Dhea","1","2018","9","9.0","1.63","28","0","2018","57204628128","https://www.scopus.com/authid/detail.url?authorId=57204628128","Universitas Airlangga","0000-0001-9060-0429"
"Purwaningsih, Endang","1","2018","8","8.0","0.67","7","0","2018","57207650516","https://www.scopus.com/authid/detail.url?authorId=57207650516","State University of Malang","0000-0002-3848-2530"
"Warnars, Harco Leslie Hendric Spits","1","2019","2","2.0","0.25","18","0","2019","57219696428","https://www.scopus.com/authid/detail.url?authorId=57219696428","Bina Nusantara University","0000-0002-5942-417X"
"Isnah, Encik Savira","1","2022","4","4.0","0.49","3","0","2022","57884994300","https://www.scopus.com/authid/detail.url?authorId=57884994300","Universitas Negeri Surabaya",""
"Agus Setyono, Mohammad Iyo","1","2022","1","1.0","0.28","1","0","2022","58075462600","https://www.scopus.com/authid/detail.url?authorId=58075462600","Universitas Negeri Surabaya",""
"Kurniawan, Arif","1","2023","1","1.0","0.31","1","0","2023","58980668600","https://www.scopus.com/authid/detail.url?authorId=58980668600","Universitas Negeri Surabaya",""
"Sari, Lisa Amelia","1","2024","2","2.0","1.79","1","0","2024","59379259500","https://www.scopus.com/authid/detail.url?authorId=59379259500","Universitas Negeri Surabaya",""
"Mahadewi, Ivory Inggri","1","2024","1","1.0","0.57","1","0","2024","59517688200","https://www.scopus.com/authid/detail.url?authorId=59517688200","Universitas Negeri Surabaya",""
"Sabrina, Nadya Mazayu Nur","1","2025","0","0.0","0.00","0","0","2025","59657804000","https://www.scopus.com/authid/detail.url?authorId=59657804000","Universitas Negeri Surabaya",""
"Rozi, Fahrur","1","2020","3","3.0","0.55","1","0","2020","59903702600","https://www.scopus.com/authid/detail.url?authorId=59903702600","Universitas Negeri Surabaya",""
"Damayanti, Safina Ayu","1","2025","0","0.0","0.00","0","0","2025","60094253400","https://www.scopus.com/authid/detail.url?authorId=60094253400","Universitas Negeri Surabaya",""
"Anggraini, Lusiana","1","2025","0","0.0","0.00","0","0","2025","60157757400","https://www.scopus.com/authid/detail.url?authorId=60157757400","Universitas Negeri Surabaya",""
"Nikmah, Nur Ziyadatun","1","2024","1","1.0","0.99","1","0","2024","60219773000","https://www.scopus.com/authid/detail.url?authorId=60219773000","Universitas Negeri Surabaya",""
"Setyawan, Sulthon Nurreza","1","2026","0","0.0","0.00","0","1","2026","60389305600","https://www.scopus.com/authid/detail.url?authorId=60389305600","Universitas Negeri Surabaya",""
"Agatha Sari, Masda","1","2025","0","0.0","0.00","0","0","2025","60422576900","https://www.scopus.com/authid/detail.url?authorId=60422576900","Universitas Negeri Surabaya",""
"Wardana, I. N.G.","1","2015","0","0.0","0.00","21","0","2015","6507739395","https://www.scopus.com/authid/detail.url?authorId=6507739395","Brawijaya University","0000-0003-3146-9517"
"Innatesari, D. K.","1","2017","63","63.0","4.85","2","1","2017","57195056384","https://www.scopus.com/authid/detail.url?authorId=57195056384","Universitas Sebelas Maret","0000-0001-8786-9523"
"Amrulloh, A.","1","2018","0","0.0","0.00","0","0","2018","57200559999","https://www.scopus.com/authid/detail.url?authorId=57200559999","Universitas Negeri Surabaya",""
"Firdha, A.","1","2018","7","7.0","1.95","1","0","2018","57201352090","https://www.scopus.com/authid/detail.url?authorId=57201352090","Universitas Negeri Surabaya",""
"Syamsiyah, F.","1","2018","15","15.0","2.34","1","1","2018","57202792637","https://www.scopus.com/authid/detail.url?authorId=57202792637","Universitas Negeri Surabaya",""
"Estidarsani, N.","1","2018","1","1.0","0.00","1","0","2018","57205027046","https://www.scopus.com/authid/detail.url?authorId=57205027046","Universitas Negeri Surabaya",""
"Khotijah, Siti","1","2021","7","7.0","1.03","2","0","2021","57209456101","https://www.scopus.com/authid/detail.url?authorId=57209456101","National Taiwan University of Science and Technology",""
"Firmansyah, R. R.","1","2020","6","6.0","1.22","1","0","2020","57219896785","https://www.scopus.com/authid/detail.url?authorId=57219896785","Universitas Negeri Surabaya",""
"Fathurin, N.","1","2021","7","7.0","2.57","1","1","2021","57377909600","https://www.scopus.com/authid/detail.url?authorId=57377909600","Universitas Negeri Surabaya",""
"Oktafianti, R.","1","2024","4","4.0","6.00","1","1","2024","57459715900","https://www.scopus.com/authid/detail.url?authorId=57459715900","Universitas Negeri Surabaya",""
"Abdullah, Zulaikhah","1","2021","0","0.0","0.00","0","0","2021","57490995800","https://www.scopus.com/authid/detail.url?authorId=57490995800","Universitas Negeri Surabaya",""
"Sanusi,","1","2019","0","0.0","0.00","1","0","2019","58071560300","https://www.scopus.com/authid/detail.url?authorId=58071560300","PGRI University of Madiun",""
"Ummah, K.","1","2019","7","7.0","2.40","1","1","2019","58454719500","https://www.scopus.com/authid/detail.url?authorId=58454719500","Universitas Negeri Surabaya",""
"Suebah, Evi","1","2023","10","10.0","1.24","1","0","2023","58577107200","https://www.scopus.com/authid/detail.url?authorId=58577107200","Universitas Negeri Surabaya",""
"Heryanto, Deny","1","2023","2","2.0","0.32","1","0","2023","58617670400","https://www.scopus.com/authid/detail.url?authorId=58617670400","Universitas Negeri Surabaya",""
"Fanani, Erianto","1","2024","1","1.0","0.29","1","0","2024","58667388700","https://www.scopus.com/authid/detail.url?authorId=58667388700","State University of Malang",""
"Alfithon, Achmad Mauluddin","1","2024","3","3.0","0.86","1","0","2024","58829081900","https://www.scopus.com/authid/detail.url?authorId=58829081900","Universitas Negeri Surabaya",""
"Al Farisi Ann Haba Sauda, Muhammad Aufa","1","2024","1","1.0","0.30","1","0","2024","59231332700","https://www.scopus.com/authid/detail.url?authorId=59231332700","Universitas Negeri Surabaya",""
"Ramadhan, Reza Dwi","1","2022","1","1.0","0.09","1","0","2022","59406097500","https://www.scopus.com/authid/detail.url?authorId=59406097500","Universitas Negeri Surabaya",""
"Zhuka, Erika Mahardini","1","2024","0","0.0","0.00","0","0","2024","59479322600","https://www.scopus.com/authid/detail.url?authorId=59479322600","Universitas Negeri Surabaya",""
"Youlanda, A. T.","1","2024","1","1.0","1.50","1","0","2024","59483849200","https://www.scopus.com/authid/detail.url?authorId=59483849200","Universitas Negeri Surabaya",""
"Al Ghazali, Muhammad Adam","1","2024","2","2.0","1.19","1","0","2024","59509947300","https://www.scopus.com/authid/detail.url?authorId=59509947300","Universitas Negeri Surabaya",""
"Aisyiyah, Hilmatul","1","2025","0","0.0","0.00","0","0","2025","59773113500","https://www.scopus.com/authid/detail.url?authorId=59773113500","Universitas Negeri Surabaya",""
"Rizaq, Agung Dwi Bahtiar El","1","2025","0","0.0","0.00","0","0","2025","60109320300","https://www.scopus.com/authid/detail.url?authorId=60109320300","Universitas Negeri Surabaya","0000-0003-2733-3844"
"Kafrawi, Muhammad Firdaus","1","2025","0","0.0","0.00","0","0","2025","60225287600","https://www.scopus.com/authid/detail.url?authorId=60225287600","Universitas Negeri Surabaya",""
"Hendro Yuwono, Alfarid","1","2025","0","0.0","0.00","0","0","2025","60343566400","https://www.scopus.com/authid/detail.url?authorId=60343566400","Universitas Negeri Surabaya",""
"Abidurrohman, Mohammad","1","2025","0","0.0","0.00","0","0","2025","60345506600","https://www.scopus.com/authid/detail.url?authorId=60345506600","Universitas Negeri Surabaya",""
"Setiawan, Muhammad Hanif Ardiansyah","1","2025","0","0.0","0.00","0","0","2025","60368021700","https://www.scopus.com/authid/detail.url?authorId=60368021700","Universitas Negeri Surabaya",""
"Novitandari, Eka","1","2026","0","0.0","0.00","0","1","2026","60400454500","https://www.scopus.com/authid/detail.url?authorId=60400454500","Universitas Negeri Surabaya",""
"Oktaviani, Herlina Ike","1","2020","11","11.0","6.08","4","1","2020","57200724921","https://www.scopus.com/authid/detail.url?authorId=57200724921","State University of Malang",""
"Susilowati, I. F.","1","2018","2","2.0","0.54","1","0","2018","57201201246","https://www.scopus.com/authid/detail.url?authorId=57201201246","Universitas Negeri Surabaya",""
"Sherlyanne, Kukuh","1","2018","0","0.0","0.00","0","0","2018","57216892506","https://www.scopus.com/authid/detail.url?authorId=57216892506","Universitas Negeri Surabaya",""
"Gozali, Imelda","1","2022","10","10.0","1.70","6","0","2022","57219915987","https://www.scopus.com/authid/detail.url?authorId=57219915987","Widya Mandala Surabaya Catholic University","0000-0003-1276-6452"
"Surana,","1","2021","3","3.0","0.13","1","0","2021","57226098091","https://www.scopus.com/authid/detail.url?authorId=57226098091","Universitas Negeri Surabaya",""
"Setiawati, Denok","1","2021","1","1.0","0.13","1","0","2021","57312991300","https://www.scopus.com/authid/detail.url?authorId=57312991300","State University of Malang",""
"Prastyo, Ahmad Bayu","1","2021","0","0.0","0.00","0","0","2021","57491142400","https://www.scopus.com/authid/detail.url?authorId=57491142400","Universitas Negeri Surabaya",""
"Mahardiani, Insan Wastuwidya","1","2025","0","0.0","0.00","0","0","2025","57557449500","https://www.scopus.com/authid/detail.url?authorId=57557449500","Universitas Negeri Surabaya","0009-0001-8506-1659"
"Utami, Fista","1","2026","0","0.0","0.00","0","1","2026","58884568100","https://www.scopus.com/authid/detail.url?authorId=58884568100","Universitas Sebelas Maret","0009-0004-1611-8246"
"Fadli, Khoirul","1","2023","0","0.0","0.00","0","0","2023","58897176900","https://www.scopus.com/authid/detail.url?authorId=58897176900","Universitas Negeri Surabaya",""
"Diah Hari, K.","1","2025","2","2.0","1.04","1","0","2025","59486205200","https://www.scopus.com/authid/detail.url?authorId=59486205200","Universitas Negeri Surabaya",""
"Meilia, Frizkana","1","2025","0","0.0","0.00","0","0","2025","60032205300","https://www.scopus.com/authid/detail.url?authorId=60032205300","Universitas Airlangga","0009-0004-7401-7910"
"Baskoro, Ahmad Alfian Wahyu","1","2025","0","0.0","0.00","0","0","2025","60075157000","https://www.scopus.com/authid/detail.url?authorId=60075157000","Universitas Negeri Surabaya",""
"Fauzia, Nur","1","2025","0","0.0","0.00","0","0","2025","60090486100","https://www.scopus.com/authid/detail.url?authorId=60090486100","Universitas Negeri Surabaya",""
"Widiastutik, Rika Nur","1","2025","0","0.0","0.00","0","0","2025","60144435100","https://www.scopus.com/authid/detail.url?authorId=60144435100","Brawijaya University",""
"Novitasari, N.","1","2018","14","14.0","3.80","1","1","2018","60160807500","https://www.scopus.com/authid/detail.url?authorId=60160807500","Unknown affiliation",""
"Sutriyansyah, Riska A.","1","2025","0","0.0","0.00","0","0","2025","60242898600","https://www.scopus.com/authid/detail.url?authorId=60242898600","Universitas Negeri Surabaya",""
"Maulidianika, Nanda Effin","1","2026","0","0.0","0.00","0","1","2026","60334192300","https://www.scopus.com/authid/detail.url?authorId=60334192300","Universitas Negeri Surabaya",""
"Izza, Milenia Ariyati","1","2025","0","0.0","0.00","0","0","2025","60375695400","https://www.scopus.com/authid/detail.url?authorId=60375695400","Universitas Negeri Surabaya",""
"Ali Ahmad, Gelar","1","2025","0","0.0","0.00","0","0","2025","60421889200","https://www.scopus.com/authid/detail.url?authorId=60421889200","Universitas Negeri Surabaya",""
"Zulkifli Baihaqi, Ahmad","1","2025","0","0.0","0.00","0","0","2025","60422538300","https://www.scopus.com/authid/detail.url?authorId=60422538300","Universitas Negeri Surabaya",""
"Widhitama, Y. N.","1","2018","0","0.0","0.00","0","0","2018","57200369891","https://www.scopus.com/authid/detail.url?authorId=57200369891","Universitas Negeri Surabaya",""
"Rahman, Muhammad Syarifuddin","1","2022","2","2.0","1.16","1","0","2022","57203487528","https://www.scopus.com/authid/detail.url?authorId=57203487528","Universitas Negeri Surabaya",""
"Wrahatnala, Billy Jordan","1","2025","0","0.0","0.00","3","0","2025","57218615307","https://www.scopus.com/authid/detail.url?authorId=57218615307","Universitas Negeri Surabaya",""
"Hartanto, Yenny","1","2020","3","3.0","0.13","1","0","2020","57222126981","https://www.scopus.com/authid/detail.url?authorId=57222126981","State University of Malang",""
"Silvana, T. S.","1","2021","3","3.0","1.54","1","0","2021","57222581232","https://www.scopus.com/authid/detail.url?authorId=57222581232","Universitas Negeri Surabaya",""
"Aliyah, R.","1","2022","1","1.0","0.58","1","0","2022","57224370398","https://www.scopus.com/authid/detail.url?authorId=57224370398","Universitas Negeri Surabaya",""
"Azura, F.","1","2021","5","5.0","1.03","1","0","2021","57376971000","https://www.scopus.com/authid/detail.url?authorId=57376971000","Universitas Negeri Surabaya",""
"Setyaningsih, Nining","1","2019","0","0.0","0.00","3","0","2019","57548619600","https://www.scopus.com/authid/detail.url?authorId=57548619600","Muhammadiyah University of Surakarta",""
"Novita, Dian","1","2019","0","0.0","0.00","0","0","2019","57852559100","https://www.scopus.com/authid/detail.url?authorId=57852559100","Universitas Negeri Surabaya",""
"Harun, Nasrurdin","1","2021","0","0.0","0.00","0","0","2021","58081308600","https://www.scopus.com/authid/detail.url?authorId=58081308600","Universitas Negeri Surabaya",""
"Verangga, Alan","1","2024","1","1.0","0.19","1","0","2024","58694424200","https://www.scopus.com/authid/detail.url?authorId=58694424200","Universitas Negeri Surabaya",""
"Saputra, Ardi W.","1","2024","0","0.0","0.00","0","0","2024","58971207500","https://www.scopus.com/authid/detail.url?authorId=58971207500","Universitas Negeri Surabaya",""
"Vebianawati, Elsa Aulia","1","2024","1","1.0","0.14","1","0","2024","58974888200","https://www.scopus.com/authid/detail.url?authorId=58974888200","Universitas Negeri Surabaya",""
"Trisakti,","1","2025","0","0.0","0.00","0","0","2025","59413056100","https://www.scopus.com/authid/detail.url?authorId=59413056100","Universitas Negeri Surabaya",""
"Septian, David","1","2024","0","0.0","0.00","0","0","2024","59544074100","https://www.scopus.com/authid/detail.url?authorId=59544074100","Universitas Negeri Surabaya",""
"Inayati, Fitri Nur","1","2020","1","1.0","0.00","1","0","2020","60028957500","https://www.scopus.com/authid/detail.url?authorId=60028957500","Universitas Negeri Surabaya",""
"Arthaningtyas, Desy Ratna","1","2025","0","0.0","0.00","0","0","2025","60116025200","https://www.scopus.com/authid/detail.url?authorId=60116025200","Universitas Negeri Surabaya",""
"Faradilla, Alda Ellsa","1","2025","1","1.0","4.73","1","1","2025","60116401900","https://www.scopus.com/authid/detail.url?authorId=60116401900","Universitas Negeri Surabaya",""
"Irani, D. W.","1","2025","0","0.0","0.00","0","0","2025","60230056000","https://www.scopus.com/authid/detail.url?authorId=60230056000","Universitas Negeri Surabaya",""
"Yusrinaa, Siti Latifah","1","2026","0","0.0","0.00","0","1","2026","60335605900","https://www.scopus.com/authid/detail.url?authorId=60335605900","Universitas Negeri Surabaya",""
"Suparmi, A.","1","2015","6","6.0","3.30","12","1","2015","7409510765","https://www.scopus.com/authid/detail.url?authorId=7409510765","Universitas Sebelas Maret","0000-0003-3358-6469"
"Fujii, Hiroki","1","2024","3","3.0","2.68","4","1","2024","57079467200","https://www.scopus.com/authid/detail.url?authorId=57079467200","Okayama University",""
"Suprayitno, Dadang","1","2019","0","0.0","0.00","0","0","2019","57214836315","https://www.scopus.com/authid/detail.url?authorId=57214836315","Universitas Negeri Surabaya",""
"Nurdiansyah, Aristyawan Putra","1","2021","0","0.0","0.00","1","0","2021","57218399963","https://www.scopus.com/authid/detail.url?authorId=57218399963","Unknown affiliation","0009-0001-1633-4940"
"Wirawan, Oce","1","2020","2","2.0","0.00","1","0","2020","57219902497","https://www.scopus.com/authid/detail.url?authorId=57219902497","Universitas Negeri Surabaya",""
"Pinto, Marco Antonio B.","1","2020","0","0.0","0.00","1","0","2020","57220049414","https://www.scopus.com/authid/detail.url?authorId=57220049414","Instituto Federal de São Paulo",""
"Adelia, B. D.","1","2021","6","6.0","2.57","1","1","2021","57377135100","https://www.scopus.com/authid/detail.url?authorId=57377135100","Universitas Negeri Surabaya",""
"Wibowo, S. R.","1","2023","3","3.0","0.28","1","0","2023","58222930800","https://www.scopus.com/authid/detail.url?authorId=58222930800","Universitas Negeri Surabaya",""
"Isnaini, M.","1","2023","0","0.0","0.00","0","0","2023","58656399900","https://www.scopus.com/authid/detail.url?authorId=58656399900","Universitas Muhammadiyah Malang","0009-0000-0463-6709"
"Lasmijan,","1","2023","0","0.0","0.00","0","0","2023","58774506100","https://www.scopus.com/authid/detail.url?authorId=58774506100","Universitas Negeri Surabaya",""
"Rozikin, Muchamad Khoirur","1","2023","2","2.0","0.78","1","0","2023","58821673200","https://www.scopus.com/authid/detail.url?authorId=58821673200","Universitas Negeri Surabaya",""
"Rosyidah, N. F.","1","2024","1","1.0","0.11","1","0","2024","59343973000","https://www.scopus.com/authid/detail.url?authorId=59343973000","Universitas Negeri Surabaya",""
"Widya, Sherrin Nurlita","1","2024","0","0.0","0.00","0","0","2024","59379919300","https://www.scopus.com/authid/detail.url?authorId=59379919300","Universitas Negeri Surabaya",""
"Bachtiar, Mustaji","1","2024","0","0.0","0.00","0","0","2024","59487199100","https://www.scopus.com/authid/detail.url?authorId=59487199100","Universitas Negeri Surabaya",""
"Zhou, Xiaofeng","1","2018","4","4.0","0.00","1","0","2018","59607940100","https://www.scopus.com/authid/detail.url?authorId=59607940100","Institut Teknologi Sepuluh Nopember",""
"Safirah, Adita Dwi","1","2025","0","0.0","0.00","0","0","2025","59737525100","https://www.scopus.com/authid/detail.url?authorId=59737525100","Universitas Negeri Surabaya","0009-0001-3327-3078"
"Sabang, Yusmiaty","1","2026","0","0.0","0.00","2","1","2026","60371117300","https://www.scopus.com/authid/detail.url?authorId=60371117300","Universitas Negeri Surabaya","0000-0002-2893-4732"
"Wildhanata, Akbar","1","2025","0","0.0","0.00","0","0","2025","60422662300","https://www.scopus.com/authid/detail.url?authorId=60422662300","Universitas Negeri Surabaya",""
"Suwono, Hadi","1","2018","8","8.0","2.71","15","1","2018","57190285642","https://www.scopus.com/authid/detail.url?authorId=57190285642","State University of Malang","0000-0001-6134-821X"
"Fuadi, Z.","1","2018","0","0.0","0.00","0","0","2018","57201350358","https://www.scopus.com/authid/detail.url?authorId=57201350358","Universitas Negeri Surabaya",""
"Mirza, D. N.","1","2018","2","2.0","0.00","1","0","2018","57201352779","https://www.scopus.com/authid/detail.url?authorId=57201352779","Universitas Negeri Surabaya",""
"Rizki, H. T.N.","1","2025","0","0.0","0.00","1","0","2025","57201676814","https://www.scopus.com/authid/detail.url?authorId=57201676814","Universitas Negeri Surabaya",""
"Mandigo Anggana Raras, Gustav","1","2018","2","2.0","0.78","1","0","2018","57201857588","https://www.scopus.com/authid/detail.url?authorId=57201857588","Universitas Negeri Surabaya",""
"Rianty, Rina Juni","1","2021","0","0.0","0.00","0","0","2021","58076528800","https://www.scopus.com/authid/detail.url?authorId=58076528800","Universitas Negeri Surabaya",""
"Winarsih Winarsih, Reni Ambarwati","1","2023","3","3.0","0.37","1","0","2023","59013464700","https://www.scopus.com/authid/detail.url?authorId=59013464700","Universitas Negeri Surabaya",""
"Rifayanti, Zuni Eka Tiyas","1","2024","0","0.0","0.00","0","0","2024","59332931800","https://www.scopus.com/authid/detail.url?authorId=59332931800","Universitas Negeri Surabaya",""
"Athiah, Bilqisth Dwi","1","2024","1","1.0","0.23","1","0","2024","59347692400","https://www.scopus.com/authid/detail.url?authorId=59347692400","Universitas Negeri Surabaya",""
"Uma, Nessa Nabila","1","2024","2","2.0","1.24","1","0","2024","59670111300","https://www.scopus.com/authid/detail.url?authorId=59670111300","Universitas Negeri Surabaya",""
"Ullah, Lisa Rohmatul","1","2025","2","2.0","1.61","1","0","2025","59913566600","https://www.scopus.com/authid/detail.url?authorId=59913566600","Universitas Negeri Surabaya",""
"Rahmaningrum, Afifah","1","2025","0","0.0","0.00","0","0","2025","60116360100","https://www.scopus.com/authid/detail.url?authorId=60116360100","Universitas Negeri Surabaya",""
"Mahfudhoh,","1","2025","0","0.0","0.00","0","0","2025","60160681500","https://www.scopus.com/authid/detail.url?authorId=60160681500","Universitas Negeri Surabaya",""
"Nugroho, Bima Setyo","1","2025","0","0.0","0.00","0","0","2025","60375619100","https://www.scopus.com/authid/detail.url?authorId=60375619100","Universitas Negeri Surabaya",""
